Date,ADBE,AMD,CSCO,INTU,MSFT,QCOM
2007-01-03,39.91999816894531,19.520000457763672,18.37868881225586,26.157114028930664,21.27788734436035,24.49813461303711
2007-01-04,40.81999969482422,19.790000915527344,18.862510681152344,26.52077293395996,21.24225425720215,25.60336685180664
2007-01-05,40.619998931884766,19.709999084472656,18.869142532348633,26.45867919921875,21.12110710144043,25.30253028869629
2007-01-08,40.45000076293945,19.469999313354492,18.975189208984375,25.571697235107422,21.327762603759766,25.021329879760742
2007-01-09,39.630001068115234,19.649999618530273,18.869142532348633,25.660396575927734,21.349145889282227,24.74664878845215
2007-01-10,39.220001220703125,20.010000228881836,19.00832748413086,26.068405151367188,21.13536262512207,25.210973739624023
2007-01-11,39.880001068115234,20.18000030517578,19.01495361328125,26.31676483154297,21.876461029052734,25.819175720214844
2007-01-12,39.959999084472656,18.260000228881836,19.167388916015625,26.8666934967041,22.239870071411133,25.910728454589844
2007-01-16,40.04999923706055,18.1299991607666,18.584150314331055,26.804601669311523,22.20424461364746,25.81262969970703
2007-01-17,40.20000076293945,18.200000762939453,17.88161277770996,27.123918533325195,22.16148567199707,25.6295166015625
2007-01-18,38.56999969482422,17.920000076293945,17.530338287353516,27.656103134155273,22.090227127075195,25.171743392944336
2007-01-19,38.400001525878906,17.729999542236328,17.696041107177734,27.815763473510742,22.168609619140625,25.420259475708008
2007-01-22,37.83000183105469,17.530000686645508,17.583364486694336,27.52305793762207,21.890710830688477,25.184818267822266
2007-01-23,37.52000045776367,17.510000228881836,17.258604049682617,28.188295364379883,21.90495491027832,24.93630599975586
2007-01-24,39.689998626708984,16.030000686645508,17.821956634521484,28.356815338134766,22.154359817504883,25.256755828857422
2007-01-25,39.130001068115234,16.049999237060547,17.37790298461914,27.833498001098633,21.69830894470215,24.9559268951416
2007-01-26,39.2599983215332,16.219999313354492,17.464067459106445,27.602890014648438,21.805198669433594,24.530841827392578
2007-01-29,39.349998474121094,15.949999809265137,17.371278762817383,27.691587448120117,21.755311965942383,24.295400619506836
2007-01-30,39.0099983215332,15.789999961853027,17.39778709411621,27.425479888916016,21.719684600830078,24.30848503112793
2007-01-31,38.869998931884766,15.550000190734863,17.64301109313965,27.895591735839844,21.990468978881836,24.62892723083496
2007-02-01,38.7599983215332,15.770000457763672,17.623130798339844,27.789146423339844,21.776689529418945,24.46544647216797
2007-02-02,38.970001220703125,15.6899995803833,17.98765754699707,27.656103134155273,21.513038635253906,24.321565628051758
2007-02-05,38.439998626708984,15.600000381469727,18.23288345336914,28.002029418945312,21.099735260009766,24.792428970336914
2007-02-06,38.459999084472656,15.319999694824219,18.080446243286133,27.77141571044922,21.028472900390625,24.642013549804688
2007-02-07,38.150001525878906,15.5,18.617286682128906,28.090726852416992,20.9287109375,24.576618194580078
2007-02-08,38.04999923706055,15.130000114440918,18.65043067932129,28.250385284423828,20.850332260131836,25.021329879760742
2007-02-09,37.68000030517578,14.899999618530273,18.36543083190918,27.88671875,20.65080451965332,25.054027557373047
2007-02-12,38.09000015258789,14.6899995803833,18.252769470214844,27.496442794799805,20.622297286987305,24.883996963500977
2007-02-13,38.43000030517578,14.600000381469727,18.01416778564453,27.558534622192383,20.743860244750977,24.897066116333008
2007-02-14,38.599998474121094,14.949999809265137,18.199743270874023,27.931066513061523,21.022729873657227,25.9368896484375
2007-02-15,39.25,14.829999923706055,18.26601791381836,27.70932388305664,21.06563949584961,27.01597785949707
2007-02-16,40.27000045776367,14.9399995803833,18.23951530456543,27.460966110229492,20.55080223083496,27.800745010375977
2007-02-20,40.7400016784668,14.920000076293945,18.33230209350586,27.540803909301758,20.615142822265625,27.924989700317383
2007-02-21,40.95000076293945,14.5600004196167,18.146718978881836,27.718185424804688,20.986984252929688,27.499910354614258
2007-02-22,40.810001373291016,14.539999961853027,18.15998077392578,27.37227439880371,21.01557731628418,27.983858108520508
2007-02-23,40.630001068115234,14.6899995803833,18.23288345336914,27.744810104370117,20.665206909179688,28.35662841796875
2007-02-26,40.7400016784668,15.680000305175781,18.053936004638672,27.3900146484375,20.786766052246094,27.892301559448242
2007-02-27,38.91999816894531,15.079999923706055,17.039894104003906,26.14824104309082,19.928688049316406,26.322750091552734
2007-02-28,39.25,15.069999694824219,17.192325592041016,26.17485237121582,20.143218994140625,26.43425178527832
2007-03-01,39.2599983215332,14.789999961853027,17.132680892944336,25.775707244873047,20.086013793945312,26.303070068359375
2007-03-02,38.65999984741211,14.180000305175781,16.76814842224121,25.828920364379883,19.850032806396484,25.896381378173828
2007-03-05,38.52000045776367,13.949999809265137,16.87420082092285,25.323341369628906,19.699874877929688,25.673364639282227
2007-03-06,39.040000915527344,14.09000015258789,17.20558738708496,25.456392288208008,19.900087356567383,25.942296981811523
2007-03-07,38.7400016784668,14.100000381469727,17.145931243896484,25.03951644897461,19.742778778076172,26.03414535522461
2007-03-08,39.08000183105469,14.1899995803833,17.331510543823242,24.8177547454834,19.535409927368164,26.3948917388916
2007-03-09,39.16999816894531,14.199999809265137,17.285120010375977,25.0306396484375,19.513961791992188,26.33586311340332
2007-03-12,39.63999938964844,14.170000076293945,17.344768524169922,24.941944122314453,19.621219635009766,26.31618881225586
2007-03-13,38.650001525878906,13.9399995803833,16.90070152282715,24.4807071685791,19.106374740600586,27.437849044799805
2007-03-14,39.29999923706055,14.130000114440918,17.132680892944336,24.968547821044922,19.59261131286621,28.343040466308594
2007-03-15,38.619998931884766,13.930000305175781,17.106164932250977,25.66927719116211,19.50680923461914,28.66444206237793
2007-03-16,39.16999816894531,14.010000228881836,17.22547149658203,25.48299789428711,19.54255485534668,28.651317596435547
2007-03-19,40.2400016784668,13.720000267028809,17.43092918395996,25.722484588623047,19.900087356567383,28.146257400512695
2007-03-20,40.7400016784668,13.40999984741211,17.457441329956055,25.997451782226562,19.907241821289062,28.23151206970215
2007-03-21,43.29999923706055,13.600000381469727,17.755687713623047,26.609474182128906,20.393478393554688,28.68412208557129
2007-03-22,42.86000061035156,13.350000381469727,17.477319717407227,24.42749786376953,20.21471405029297,28.434856414794922
2007-03-23,42.790000915527344,13.5,17.35801887512207,24.2944393157959,20.035945892333984,27.92322540283203
2007-03-26,43.15999984741211,13.550000190734863,17.457441329956055,24.27669906616211,20.178958892822266,27.824846267700195
2007-03-27,42.900001525878906,13.5,17.185707092285156,24.436355590820312,19.821428298950195,27.96257781982422
2007-03-28,41.58000183105469,13.380000114440918,17.033266067504883,23.9307804107666,19.76423454284668,27.877317428588867
2007-03-29,41.529998779296875,13.079999923706055,16.85430908203125,23.99286651611328,19.842891693115234,27.713333129882812
2007-03-30,41.70000076293945,13.0600004196167,16.92059326171875,24.267831802368164,19.928688049316406,27.982269287109375
2007-04-02,41.650001525878906,12.829999923706055,16.834434509277344,24.05495262145996,19.835735321044922,28.257761001586914
2007-04-03,42.349998474121094,12.899999618530273,17.132680892944336,24.32992172241211,19.928688049316406,28.670995712280273
2007-04-04,42.70000076293945,12.710000038146973,17.298370361328125,24.250089645385742,20.379175186157227,28.631643295288086
2007-04-05,42.61000061035156,12.859999656677246,17.27185821533203,24.542797088623047,20.41493034362793,28.402055740356445
2007-04-09,42.70000076293945,13.350000381469727,17.36465072631836,24.9774227142334,20.429231643676758,27.995386123657227
2007-04-10,43.0,13.270000457763672,17.22547149658203,25.1370792388916,20.307668685913086,28.20528221130371
2007-04-11,42.099998474121094,13.1899995803833,17.092912673950195,25.1636905670166,20.100309371948242,27.614948272705078
2007-04-12,42.400001525878906,13.65999984741211,17.21221160888672,25.349958419799805,20.407777786254883,27.942907333374023
2007-04-13,41.63999938964844,13.569999694824219,17.68277931213379,25.394298553466797,20.45783233642578,27.910112380981445
2007-04-16,42.400001525878906,13.520000457763672,17.64301109313965,25.908748626708984,20.543643951416016,28.46109962463379
2007-04-17,43.0,13.470000267028809,17.78882598876953,26.07727813720703,20.62944793701172,28.447986602783203
2007-04-18,42.970001220703125,13.90999984741211,17.808704376220703,26.121631622314453,20.450685501098633,28.185609817504883
2007-04-19,42.38999938964844,14.279999732971191,17.68277931213379,26.19258689880371,20.51503562927246,28.441421508789062
2007-04-20,42.13999938964844,14.15999984741211,17.888235092163086,26.2369327545166,20.751005172729492,28.493892669677734
2007-04-23,42.15999984741211,14.039999961853027,17.616504669189453,26.31676483154297,20.579397201538086,28.133132934570312
2007-04-24,42.5,14.569999694824219,17.4508113861084,25.83778953552246,20.586545944213867,29.097352981567383
2007-04-25,42.709999084472656,14.649999618530273,17.749053955078125,26.050670623779297,20.729562759399414,29.740175247192383
2007-04-26,43.2599983215332,14.5,17.59661865234375,25.86440086364746,20.808216094970703,29.713926315307617
2007-04-27,42.88999938964844,14.319999694824219,17.91474723815918,25.820053100585938,21.53757667541504,29.27445411682129
2007-04-30,41.560001373291016,13.819999694824219,17.722545623779297,25.23464584350586,21.408863067626953,28.73002815246582
2007-05-01,41.72999954223633,13.539999961853027,17.802072525024414,25.0306396484375,21.73779296875,28.710344314575195
2007-05-02,41.5099983215332,13.630000114440918,18.338930130004883,25.216901779174805,21.887958526611328,29.038318634033203
2007-05-03,41.20000076293945,13.6899995803833,18.358810424804688,25.314472198486328,22.14537811279297,29.044883728027344
2007-05-04,41.33000183105469,13.529999732971191,18.497995376586914,25.08385467529297,21.852201461791992,28.92681312561035
2007-05-07,41.310001373291016,13.279999732971191,18.43170738220215,25.145950317382812,21.959463119506836,28.82842445373535
2007-05-08,41.369998931884766,13.180000305175781,18.796236038208008,25.057252883911133,21.988059997558594,28.97272491455078
2007-05-09,41.2599983215332,13.569999694824219,17.570106506347656,24.941944122314453,22.009521484375,29.038318634033203
2007-05-10,40.65999984741211,14.050000190734863,17.424299240112305,24.808889389038086,21.866497039794922,28.802186965942383
2007-05-11,41.70000076293945,14.680000305175781,17.649642944335938,24.73793601989746,22.088171005249023,29.425336837768555
2007-05-14,41.810001373291016,15.359999656677246,17.424299240112305,24.658109664916992,22.14537811279297,29.025203704833984
2007-05-15,41.369998931884766,15.399999618530273,17.318256378173828,24.31218147277832,22.166893005371094,28.97272491455078
2007-05-16,42.290000915527344,15.579999923706055,17.55022621154785,24.835506439208984,22.288841247558594,29.54995346069336
2007-05-17,42.41999816894531,15.430000305175781,17.417673110961914,24.58714485168457,22.22428321838379,29.399093627929688
2007-05-18,43.59000015258789,15.59000015258789,17.371278762817383,27.993160247802734,22.11667823791504,29.654905319213867
2007-05-21,43.25,15.430000305175781,17.497211456298828,27.68271827697754,22.274505615234375,30.25836753845215
2007-05-22,43.59000015258789,15.420000076293945,17.477319717407227,27.46984100341797,22.016246795654297,30.422340393066406
2007-05-23,43.22999954223633,15.210000038146973,17.21221160888672,27.336793899536133,21.937335968017578,29.41221809387207
2007-05-24,41.9900016784668,14.880000114440918,16.834434509277344,26.92877769470215,21.643218994140625,28.59227752685547
2007-05-25,42.380001068115234,14.760000228881836,16.913959503173828,26.857818603515625,21.865596771240234,28.434856414794922
2007-05-29,42.869998931884766,14.600000381469727,17.16581916809082,26.8666934967041,22.087993621826172,29.044883728027344
2007-05-30,43.220001220703125,14.369999885559082,17.49057388305664,27.07956314086914,22.31753921508789,28.17630958557129
2007-05-31,44.060001373291016,14.270000457763672,17.84184455871582,27.052955627441406,22.016246795654297,28.2618465423584
2007-06-01,44.529998779296875,14.3100004196167,17.802072525024414,27.292430877685547,21.94451141357422,28.143400192260742
2007-06-04,44.58000183105469,14.170000076293945,17.90149688720703,26.840078353881836,22.037769317626953,27.75516700744629
2007-06-05,44.34000015258789,13.979999542236328,18.027421951293945,26.556245803833008,21.937335968017578,27.95915985107422
2007-06-06,43.63999938964844,13.630000114440918,17.6297550201416,26.405458450317383,21.729293823242188,27.788063049316406
2007-06-07,42.720001220703125,13.680000305175781,17.132680892944336,25.793441772460938,21.24864959716797,26.991870880126953
2007-06-08,43.040000915527344,14.069999694824219,17.55022621154785,26.165973663330078,21.557125091552734,27.551179885864258
2007-06-11,42.9900016784668,13.90999984741211,17.444183349609375,26.467548370361328,21.535606384277344,27.23533821105957
2007-06-12,42.72999954223633,13.800000190734863,17.27185821533203,26.095022201538086,21.41364860534668,27.51171112060547
2007-06-13,44.11000061035156,13.960000038146973,17.583364486694336,26.361103057861328,21.801034927368164,28.031522750854492
2007-06-14,43.959999084472656,13.779999732971191,17.782196044921875,26.52077293395996,21.89429473876953,28.044706344604492
2007-06-15,42.75,13.630000114440918,18.153356552124023,26.45867919921875,21.872766494750977,28.051292419433594
2007-06-18,42.66999816894531,13.510000228881836,18.03404998779297,26.050670623779297,21.887109756469727,27.853864669799805
2007-06-19,42.47999954223633,13.569999694824219,18.09370231628418,26.086149215698242,21.851259231567383,28.09075355529785
2007-06-20,41.369998931884766,13.640000343322754,18.027421951293945,26.01519012451172,21.528432846069336,28.34079933166504
2007-06-21,41.529998779296875,14.720000267028809,18.106948852539062,26.556245803833008,21.679073333740234,28.663236618041992
2007-06-22,40.84000015258789,14.569999694824219,17.84184455871582,26.467548370361328,21.155393600463867,28.288162231445312
2007-06-25,40.34000015258789,14.279999732971191,17.91474723815918,26.503028869628906,21.155393600463867,27.985488891601562
2007-06-26,39.84000015258789,14.180000305175781,17.994285583496094,26.653812408447266,21.17691421508789,28.1894588470459
2007-06-27,40.470001220703125,14.579999923706055,18.073816299438477,26.91990852355957,21.428003311157227,28.571109771728516
2007-06-28,40.41999816894531,14.489999771118164,18.458227157592773,26.973127365112305,21.39931297302246,28.597448348999023
2007-06-29,40.150001525878906,14.300000190734863,18.458227157592773,26.680421829223633,21.14105224609375,28.551376342773438
2007-07-02,40.15999984741211,14.359999656677246,18.48473358154297,26.2635440826416,21.334745407104492,28.906692504882812
2007-07-03,40.709999084472656,14.359999656677246,18.623918533325195,26.38771629333496,21.535606384277344,28.860647201538086
2007-07-05,40.93000030517578,14.1899995803833,18.80286979675293,26.48529052734375,21.514081954956055,28.65007209777832
2007-07-06,41.02000045776367,14.390000343322754,18.869142532348633,26.219194412231445,21.499732971191406,28.676403045654297
2007-07-09,40.720001220703125,14.569999694824219,18.85588264465332,26.130496978759766,21.428003311157227,28.68297576904297
2007-07-10,40.36000061035156,14.430000305175781,18.76309585571289,26.245811462402344,21.040616989135742,28.43291664123535
2007-07-11,40.84000015258789,14.649999618530273,19.06135368347168,26.39659309387207,21.155393600463867,28.84747886657715
2007-07-12,41.54999923706055,15.359999656677246,19.750633239746094,27.00861167907715,21.571483612060547,29.77527618408203
2007-07-13,41.18000030517578,15.430000305175781,19.810279846191406,26.769123077392578,21.392127990722656,29.84109115600586
2007-07-16,41.060001373291016,15.720000267028809,19.810279846191406,26.671554565429688,21.542774200439453,29.63051414489746
2007-07-17,41.459999084472656,15.84000015258789,19.70423698425293,26.556245803833008,22.080808639526367,29.63051414489746
2007-07-18,41.40999984741211,15.460000038146973,19.512033462524414,26.440940856933594,22.181245803833008,29.676572799682617
2007-07-19,42.20000076293945,15.779999732971191,19.84341812133789,26.476423263549805,22.604494094848633,28.525039672851562
2007-07-20,41.63999938964844,15.5,19.611446380615234,26.644947052001953,22.353418350219727,28.29475212097168
2007-07-23,42.36000061035156,15.359999656677246,20.05551528930664,26.840078353881836,22.37493896484375,28.1302433013916
2007-07-24,41.779998779296875,15.210000038146973,19.724123001098633,26.58285140991211,22.09516716003418,28.347370147705078
